ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Event_Type
196,ENSMUSG00000033389.16,Arhgap44,chr11,-,65005453,65005505,65002038,65003450,65008062,65008440,196,"44,22,50","184,243,171","88,71,37","136,213,127",151,99,0.000102441,0.023652979,"0.136,0.056,0.161","0.298,0.179,0.16",-0.095,SE
374,ENSMUSG00000026150.14,Mff,chr1,+,82728066,82728238,82727227,82727336,82729215,82729436,374,"45,49,27","424,440,451","114,64,53","411,471,361",271,99,1.01E-06,0.001010651,"0.037,0.039,0.021","0.092,0.047,0.051",-0.031,SE
489,ENSMUSG00000085620.2,G630018N14Rik,chr13,-,31367469,31371656,31366219,31366313,31399188,31399315,489,"5,1,5","0,0,0","2,0,2","2,1,0",4286,99,1.84E-09,8.44E-06,"1.0,1.0,1.0","0.023,0.0,1.0",0.659,SE
578,ENSMUSG00000003813.15,Rad23a,chr8,-,84838272,84838311,84837721,84837767,84838468,84838666,578,"0,1,0","3,0,2","2,2,2","1,1,0",138,99,2.72E-06,0.002175271,"0.0,1.0,0.0","0.589,0.589,1.0",-0.393,SE
640,ENSMUSG00000022607.15,Ptk2,chr15,-,73283266,73283350,73282217,73282235,73292034,73292087,640,"36,42,54","164,154,125","121,52,66","132,151,100",183,99,0.000266014,0.044063934,"0.106,0.129,0.189","0.332,0.157,0.263",-0.109,SE
807,ENSMUSG00000025290.17,Rps24,chr14,+,24494051,24494069,24493382,24493493,24495429,24495449,807,"49,60,47","186,620,632,089","159,72,48","164,521,901,707",117,99,6.40E-07,0.000772953,"0.022,0.024,0.019","0.076,0.027,0.023",-0.02,SE
846,ENSMUSG00000097767.8,Miat,chr5,-,112228054,112228178,112220924,112221874,112228300,112228356,846,"64,83,68","3,7,2","50,52,72","0,1,0",223,99,9.76E-05,0.023168455,"0.904,0.84,0.938","1.0,0.958,1.0",-0.092,SE
852,ENSMUSG00000097767.8,Miat,chr5,-,112228054,112228214,112220924,112221874,112228300,112228356,852,"8,21,16","3,7,2","11,12,23","0,1,0",259,99,2.37E-06,0.001951102,"0.505,0.534,0.754","1.0,0.821,1.0",-0.343,SE
853,ENSMUSG00000097767.8,Miat,chr5,-,112228054,112228214,112220924,112221874,112228308,112228356,853,"9,15,8","0,0,1","8,12,19","3,4,0",259,99,7.72E-05,0.019448408,"1.0,1.0,0.754","0.505,0.534,1.0",0.238,SE
1706,ENSMUSG00000034151.13,Zbbx,chr3,-,75052372,75052630,75039883,75040019,75061532,75061655,1706,"5,5,7","0,0,0","3,0,5","2,2,0",357,99,7.12E-05,0.018576382,"1.0,1.0,1.0","0.294,0.0,1.0",0.569,SE
1937,ENSMUSG00000064289.15,Tank,chr2,+,61651426,61651529,61649737,61650288,61653378,61654090,1937,"2,3,3","119,147,146","7,8,13","117,145,114",202,99,0.000248233,0.041682839,"0.008,0.01,0.01","0.028,0.026,0.053",-0.026,SE
2121,ENSMUSG00000030592.18,Ryr1,chr7,-,29056233,29056248,29054888,29055059,29056923,29057016,2121,"13,19,15","5,4,1","9,11,10","0,0,0",114,99,1.12E-05,0.00582557,"0.693,0.805,0.929","1.0,1.0,1.0",-0.191,SE
2427,ENSMUSG00000031290.14,Lrch2,chrX,-,147498287,147498365,147496766,147496832,147503383,147503470,2427,"41,61,53","2,3,3","53,50,36","11,12,6",177,99,8.20E-05,0.01993985,"0.92,0.919,0.908","0.729,0.7,0.77",0.183,SE
2485,ENSMUSG00000068798.10,Rap1a,chr3,-,105794054,105794139,105750244,105750328,105801238,105801310,2485,"2,6,5","54,70,72","34,11,15","104,94,43",184,99,4.40E-06,0.00320474,"0.02,0.044,0.036","0.15,0.059,0.158",-0.089,SE
2748,ENSMUSG00000079110.11,Capn3,chr2,+,120498967,120498985,120496977,120497014,120502102,120502180,2748,"7,3,2","1,1,2","0,4,1","7,11,9",117,99,1.47E-05,0.006582605,"0.856,0.717,0.458","0.0,0.235,0.086",0.57,SE
2749,ENSMUSG00000079110.11,Capn3,chr2,+,120501210,120501324,120496977,120497014,120502102,120502180,2749,"5,6,4","1,1,2","3,3,2","7,11,9",213,99,2.53E-05,0.00934752,"0.699,0.736,0.482","0.166,0.113,0.094",0.515,SE
3152,ENSMUSG00000025227.14,Mfsd13a,chr19,+,46371935,46372107,46369236,46369333,46372181,46372375,3152,"27,56,45","0,1,2","48,52,34","13,3,6",271,99,1.72E-05,0.007472771,"1.0,0.953,0.892","0.574,0.864,0.674",0.244,SE
3460,ENSMUSG00000026707.15,Nsun6,chr2,-,15039732,15039842,15038073,15038227,15042226,15042306,3460,"39,37,39","1,0,1","50,47,30","8,4,1",209,99,9.91E-05,0.023377438,"0.949,1.0,0.949","0.748,0.848,0.934",0.123,SE
3711,ENSMUSG00000087301.7,Gm13629,chr2,+,66502415,66502476,66440895,66441234,66545539,66546026,3711,"4,5,8","1,0,0","5,2,4","3,1,3",160,99,1.15E-05,0.00582557,"0.712,1.0,1.0","0.508,0.553,0.452",0.4,SE
3756,ENSMUSG00000011831.16,Evi5,chr5,-,107821704,107821816,107819623,107819678,107842070,107842300,3756,"2,0,4","2,1,2","3,4,2","0,0,0",211,99,7.60E-06,0.004529788,"0.319,0.0,0.484","1.0,1.0,1.0",-0.732,SE
3870,ENSMUSG00000030960.16,Eef1akmt2,chr7,-,132850590,132850709,132837099,132837207,132851425,132851491,3870,"98,119,143","9,10,8","144,114,96","5,0,2",218,99,0.000143693,0.029514586,"0.832,0.844,0.89","0.929,1.0,0.956",-0.106,SE
3872,ENSMUSG00000030960.16,Eef1akmt2,chr7,-,132850594,132850709,132837099,132837207,132851425,132851491,3872,"133,161,191","9,10,8","170,147,141","5,0,2",214,99,0.000207949,0.037906064,"0.872,0.882,0.917","0.94,1.0,0.97",-0.08,SE
3895,ENSMUSG00000029439.14,Sfswap,chr5,+,129559468,129559621,129554442,129554708,129560679,129560805,3895,"24,39,26","29,56,26","22,18,10","54,81,57",252,99,3.96E-07,0.000580725,"0.245,0.215,0.282","0.138,0.08,0.064",0.153,SE
3909,ENSMUSG00000029208.16,Guf1,chr5,+,69563082,69563222,69561653,69561857,69564523,69564647,3909,"67,58,71","90,96,76","76,106,76","41,75,59",239,99,2.41E-05,0.00907137,"0.236,0.2,0.279","0.434,0.369,0.348",-0.145,SE
4333,ENSMUSG00000030630.16,Fah,chr7,-,84600776,84600826,84597177,84597275,84601032,84601154,4333,"28,12,19","2,4,2","42,15,18","0,0,1",149,99,0.000284277,0.045828289,"0.903,0.666,0.863","1.0,1.0,0.923",-0.164,SE
4502,ENSMUSG00000025602.13,Zfp202,chr9,+,40210440,40210560,40209766,40209896,40210895,40213189,4502,"7,21,19","0,1,0","18,12,13","4,3,3",219,99,6.04E-06,0.004001583,"1.0,0.905,1.0","0.67,0.644,0.662",0.31,SE
4864,ENSMUSG00000047342.17,Zfp286,chr11,-,62784878,62785009,62783671,62783761,62787958,62788044,4864,"32,48,30","2,3,4","37,39,27","0,1,0",230,99,0.000170851,0.033263278,"0.873,0.873,0.763","1.0,0.944,1.0",-0.145,SE
4991,ENSMUSG00000035969.15,Rusc2,chr4,+,43413004,43413054,43401252,43401524,43414627,43414755,4991,"1,1,0","6,2,1","1,5,4","2,1,0",149,99,1.19E-05,0.005984283,"0.1,0.249,0.0","0.249,0.769,1.0",-0.556,SE
5119,ENSMUSG00000041607.16,Mbp,chr18,+,82561777,82561855,82554462,82554750,82572824,82572926,5119,"259,523,342,221","542,846,134,827","540,029,241,976","2,038,076,324,855",177,99,7.19E-05,0.018576382,"0.211,0.221,0.205","0.129,0.176,0.185",0.049,SE
5126,ENSMUSG00000041607.16,Mbp,chr18,+,82575600,82575633,82575171,82575207,82578935,82579058,5126,"361,133,073,464","133,139,169","1,186,854,513,207","110,198,141",132,99,4.64E-07,0.000651368,"0.953,0.947,0.939","0.988,0.954,0.945",-0.016,SE
5619,ENSMUSG00000028689.14,Ccdc163,chr4,+,116709239,116709273,116708508,116709094,116709437,116709619,5619,"0,1,0","5,1,1","10,1,1","3,1,0",133,99,2.83E-06,0.002196394,"0.0,0.427,0.0","0.713,0.427,1.0",-0.571,SE
6065,ENSMUSG00000021009.15,Ptpn21,chr12,-,98692871,98692956,98688189,98689628,98693556,98693617,6065,"3,9,5","1,2,3","6,3,9","0,0,1",184,99,0.000150646,0.030485481,"0.617,0.708,0.473","1.0,1.0,0.829",-0.344,SE
6449,ENSMUSG00000061689.15,Dlgap4,chr2,+,156748022,156748420,156745834,156746196,156748943,156749332,6449,"152,185,166","5,6,7","177,186,148","0,1,3",497,99,0.000209406,0.037906064,"0.858,0.86,0.825","1.0,0.974,0.908",-0.113,SE
6450,ENSMUSG00000061689.15,Dlgap4,chr2,+,156748331,156748403,156745834,156746196,156748943,156749356,6450,"29,30,24","5,6,7","35,21,36","0,1,3",171,99,0.000168061,0.033191976,"0.771,0.743,0.665","1.0,0.924,0.874",-0.206,SE
6451,ENSMUSG00000061689.15,Dlgap4,chr2,+,156748331,156748420,156745834,156746196,156748943,156749020,6451,"78,78,64","5,6,7","92,74,79","0,1,3",188,99,0.000130994,0.028045549,"0.891,0.873,0.828","1.0,0.975,0.933",-0.105,SE
6631,ENSMUSG00000030002.15,Dusp11,chr6,-,85950513,85950560,85950017,85950093,85952304,85952365,6631,"69,81,89","30,27,39","97,130,89","29,13,9",146,99,0.000131762,0.028045549,"0.609,0.67,0.607","0.694,0.871,0.87",-0.183,SE
7018,ENSMUSG00000022710.17,Usp7,chr16,-,8715744,8715919,8711993,8712192,8716514,8716619,7018,"33,45,49","153,165,143","17,24,14","181,184,153",274,99,2.12E-07,0.000363666,"0.072,0.09,0.11","0.033,0.045,0.032",0.054,SE
7125,ENSMUSG00000030695.16,Aldoa,chr7,-,126797973,126798126,126797643,126797776,126798822,126798912,7125,"5,18,11","1,0,1","20,10,10","7,3,2",252,99,0.000150249,0.030485481,"0.663,1.0,0.812","0.529,0.567,0.663",0.239,SE
7486,ENSMUSG00000064043.13,Trerf1,chr17,+,47319351,47319618,47317770,47317921,47323277,47323662,7486,"5,9,1","0,1,0","4,7,5","0,4,4",366,99,4.74E-05,0.014518701,"1.0,0.709,1.0","1.0,0.321,0.253",0.378,SE
7487,ENSMUSG00000064043.13,Trerf1,chr17,+,47319351,47319678,47317767,47317921,47323277,47323662,7487,"9,13,3","0,1,0","3,6,5","0,4,4",426,99,1.76E-05,0.007516605,"1.0,0.751,1.0","1.0,0.258,0.225",0.423,SE
7491,ENSMUSG00000041460.14,Cacna2d4,chr6,+,119278188,119278263,119277819,119277900,119281619,119281706,7491,"2,3,5","0,0,1","1,1,1","5,4,2",174,99,3.15E-09,1.29E-05,"1.0,1.0,0.74","0.102,0.125,0.221",0.764,SE
7527,ENSMUSG00000086968.8,4933431E20Rik,chr3,-,107894860,107894992,107894050,107894228,107895642,107895774,7527,"99,116,104","36,46,48","171,145,96","29,36,22",231,99,0.000224827,0.039135197,"0.541,0.519,0.481","0.716,0.633,0.652",-0.153,SE
7648,ENSMUSG00000024957.8,Kcnk4,chr19,-,6928281,6928408,6927993,6928154,6932702,6932968,7648,"32,40,27","2,1,2","35,61,19","9,10,5",226,99,0.000311897,0.048903573,"0.875,0.946,0.855","0.63,0.728,0.625",0.231,SE
7891,ENSMUSG00000054944.7,5330416C01Rik,chr13,-,97734300,97734403,97733497,97733716,97734699,97735675,7891,"0,6,2","1,0,0","0,0,3","1,3,0",202,99,7.51E-05,0.019285981,"0.0,1.0,1.0","0.0,0.0,1.0",0.333,SE
8168,ENSMUSG00000037533.19,Rapgef6,chr11,+,54651748,54651763,54649181,54649339,54657245,54657486,8168,"44,41,63","20,16,21","33,31,29","29,34,26",114,99,5.06E-05,0.015055166,"0.656,0.69,0.723","0.497,0.442,0.492",0.213,SE
8227,ENSMUSG00000078490.9,Cfap74,chr4,+,155423909,155424012,155423258,155423369,155425996,155426192,8227,"6,15,10","0,0,1","9,13,9","2,4,3",202,99,1.41E-05,0.00641962,"1.0,1.0,0.831","0.688,0.614,0.595",0.311,SE
8372,ENSMUSG00000048280.18,Zfp738,chr13,-,67672997,67673093,67658684,67671611,67673561,67673688,8372,"53,105,92","0,1,0","60,74,93","3,2,6",195,99,0.0002307,0.03970455,"1.0,0.982,1.0","0.91,0.949,0.887",0.079,SE
